id,Version,English,English (Europe),German,Spanish,Spanish (US),French,French (US),Italian,Dutch,Chinese,Chinese (Traditional),Japanese,Korean,Russian
Ftr_01181,1.0.0,tennis table,tennis table,Tischtennisset,tenis de mesa,tenis de mesa,set tennis de table,set tennis de table,tavolo tennis da tavolo,tafeltennistafel,乒乓球桌,乒乓球桌,たっきゅうだい,탁구대,теннисный стол
Ftr_01185,1.0.0,phone box,phone box,Telefonzelle,cabina telefónica,cabina telefónica,cabine téléphonique,cabine téléphonique,cabina del telefono,telefooncel,电话亭,電話亭,でんわボックス,공중전화 부스,телефонная будка
Ftr_01186,1.0.0,telescope,telescope,Teleskop,telescopio,telescopio,télescope,télescope,telescopio,telescoop,望远镜,望遠鏡,ぼうえんきょう,망원경,телескоп
Ftr_01189,1.0.0,tire stack,tire stack,Reifenstapel,pila de neumáticos,pila de llantas,pile de pneus,pile de pneus,pila di pneumatici,stapel autobanden,轮胎堆,輪胎堆,つまれたタイヤ,쌓인 타이어,стопка покрышек
Ftr_01199,1.0.0,tricycle,tricycle,Dreirad,triciclo,triciclo,tricycle,tricycle,triciclo,driewieler,三轮车,三輪車,さんりんしゃ,세발자전거,велосипедик
Ftr_01200,1.0.0,gold fish trophy,gold fish trophy,Gold-Angelpokal,pez de oro,pez de oro,trophée pêche or,trophée pêche or,trofeo di pesca d'oro,gouden vissenbeker,鱼儿金奖杯,魚兒金獎盃,きんのサカナトロフィー,금 물고기 트로피,золотой кубок рыбака
Ftr_01201,1.0.0,silver fish trophy,silver fish trophy,Silber-Angelpokal,pez de plata,pez de plata,trophée pêche argent,trophée pêche argent,trofeo di pesca d'argento,zilveren vissenbeker,鱼儿银奖杯,魚兒銀獎盃,ぎんのサカナトロフィー,은 물고기 트로피,серебряный кубок рыбака
Ftr_01202,1.0.0,bronze fish trophy,bronze fish trophy,Bronze-Angelpokal,pez de bronce,pez de bronce,trophée pêche bronze,trophée pêche bronze,trofeo di pesca di bronzo,bronzen vissenbeker,鱼儿铜奖杯,魚兒銅獎盃,どうのサカナトロフィー,동 물고기 트로피,бронзовый кубок рыбака
Ftr_01203,1.0.0,gold bug trophy,gold bug trophy,Gold-Insektenpokal,bichotrofeo de oro,insectotrofeo de oro,trophée insecte or,trophée insecte or,trofeo insetti d'oro,gouden beestjesbeker,虫类金奖杯,蟲子金獎盃,きんのムシトロフィー,금 곤충 트로피,золот. кубок энтомолога
Ftr_01204,1.0.0,silver bug trophy,silver bug trophy,Silber-Insektenpokal,bichotrofeo de plata,insectotrofeo de plata,trophée insecte argent,trophée insecte argent,trofeo insetti d'argento,zilveren beestjesbeker,虫类银奖杯,蟲子銀獎盃,ぎんのムシトロフィー,은 곤충 트로피,серебр. кубок энтомолога
Ftr_01205,1.0.0,bronze bug trophy,bronze bug trophy,Bronze-Insektenpokal,bichotrofeo de bronce,insectotrofeo bronce,trophée insecte bronze,trophée insecte bronze,trofeo insetti di bronzo,bronzen beestjesbeker,虫类铜奖杯,蟲子銅獎盃,どうのムシトロフィー,동 곤충 트로피,бронзов. кубок энтомолога
Ftr_01211,1.0.0,typewriter,typewriter,Schreibmaschine,máquina de escribir,máquina de escribir,machine à écrire,machine à écrire,macchina da scrivere,typemachine,打字机,打字機,タイプライター,타자기,пишущая машинка
Ftr_01217,1.0.0,standing toilet,standing toilet,Pissoir,urinario de pared,mingitorio,vespasienne,urinoir,orinatoio,urinoir,小便斗,小便斗,しょうべんき,소변기,писсуар
Ftr_01221,1.0.0,video camera,video camera,Videokamera,cámara de vídeo,cámara de video,caméscope,caméra vidéo,videocamera,videocamera,摄影机,攝影機,ビデオカメラ,비디오카메라,видеокамера
Ftr_01227,1.0.0,deluxe washer,deluxe washer,Profi-Waschmaschine,lavadora,lavadora,lave-linge d'expert,laveuse d'expert,lavatrice deluxe,luxe wasmachine,滚筒式洗衣机,滾筒式洗衣機,ドラムしきせんたくき,드럼 세탁기,стир. машина люкс
Ftr_01229,1.0.0,bathroom sink,bathroom sink,Waschbecken,lavabo,lavabo,meuble lavabo,meuble lavabo,lavandino da bagno,wasbak,洗脸台,洗臉台,せんめんだい,세면대,раковина
Ftr_01232,1.0.0,water cooler,water cooler,Wasserspender,surtidor de agua,dispensador de agua,fontaine à eau,fontaine à eau,distributore d'acqua,waterkoeler,桶装饮水机,桶裝飲水機,ウォーターサーバー,정수기,кулер
Ftr_01234,1.0.0,portable toilet,portable toilet,Toilettenhäuschen,retrete portátil,baño portátil,cabine de WC mobile,toilette portable,bagno chimico,mobiele toiletcabine,流动厕所,流動廁所,かせつトイレ,이동식 화장실,туалетная кабинка
Ftr_01241,1.0.0,DIY workbench,DIY workbench,Werkbank,banco de bricolaje,mesa de taller,établi,établi,banco da lavoro,werkbank,DIY作业台,ＤＩＹ作業台,DIYさぎょうだい,DIY 작업대,верстак для поделок
Ftr_01243,1.0.0,flashy-flower sign,flashy-flower sign,Blumengesteck,cartel florido,adorno florido,panneau fleuri,panneau fleuri,decorazione inaugurale,bloemenbord,花环,花環,はなわ,화환,яркий знак-цветок
Ftr_01263,1.0.0,pear wardrobe,pear wardrobe,Birnenschrank,armario pera,armario pera,armoire poire,armoire poire,armadio pera,perenkast,梨子衣柜,梨子衣櫃,ナシのクロゼット,배 옷장,шкаф-груша
Ftr_01266,1.0.0,barrel,barrel,Fass,tonel,tonel,tonneau,tonneau,barile,vat,木桶,木桶,たる,나무통,бочка
Ftr_01277,1.0.0,cacao tree,cacao tree,Kakaobaum,planta de cacao,planta de cacao,cacaoyer,cacaoyer,pianta di cacao,cacaoboom,可可树,可可樹,カカオ,카카오,шоколадное дерево
Ftr_01288,1.0.0,fan palm,fan palm,Fächerpalme,palmera,palmera,palmier d'Arec,palmier d'Arec,palma cinese,dypsis,黄椰子,黃椰子,ヤマドリヤシ,아레카야자,веерная пальма
Ftr_01308,1.0.0,school chair,school chair,Schulstuhl,silla escolar,silla escolar,chaise d'écolier,chaise d'écolier,sedia da scuola,schoolstoel,课椅,學校椅子,がっこうのイス,학교 의자,ученический стул
Ftr_01317,1.0.0,anatomical model,anatomical model,Anatomiemodell,modelo anatómico,modelo anatómico,modèle musculaire,modèle musculaire,modellino anatomico,anatomiemodel,人体模型,人體模型,じんたいもけい,인체 모형,анатомическая модель
Ftr_01319,1.0.0,microscope,microscope,Mikroskop,microscopio,microscopio,microscope,microscope,microscopio,microscoop,显微镜,顯微鏡,けんびきょう,현미경,микроскоп
Ftr_01326,1.0.0,skeleton,skeleton,Skelett,modelo de esqueleto,modelo de esqueleto,squelette,squelette,scheletro,skelet,骨骼标本,骨骼標本,こっかくひょうほん,해골 모형,скелет
Ftr_01328,1.0.0,school desk,school desk,Schultisch,mesa escolar,mesa escolar,pupitre,pupitre,banco di scuola,schoolbureau,课桌,學校桌子,がっこうのつくえ,학교 책상,парта
Ftr_01329,1.0.0,podium,podium,Lehrerpult,escritorio de profe,escritorio de profe,bureau de professeur,bureau classique,cattedra antica,directeursbureau,演讲台,演講台,こうえんだい,교단,стол докладчика
Ftr_01330,1.0.0,basic teacher's desk,basic teacher's desk,Schulpult,mesa de maestro,mesa de maestro,bureau du prof,bureau du prof,cattedra da professore,lerarenbureau,讲台,講桌,きょうたく,교탁,учительский стол
Ftr_01348,1.0.0,hamster cage,hamster cage,Hamsterkäfig,jaula de hámster,jaula de hámster,cage à hamster,cage à hamster,gabbia per criceti,hamsterkooi,仓鼠笼,倉鼠籠,ハムスターのかご,햄스터 철장,клетка для хомяка
Ftr_01411,1.0.0,globe,globe,Globus,globo terráqueo,globo terráqueo,globe terrestre,globe terrestre,mappamondo,globe,地球仪,地球儀,ちきゅうぎ,지구의,глобус
Ftr_01412,1.0.0,TV camera,TV camera,Fernsehkamera,cámara de televisión,cámara de televisión,caméra de télévision,caméra de télévision,telecamera da TV,tv-camera,摄影棚录影机,攝影棚錄影機,テレビカメラ,TV 카메라,телекамера
Ftr_01429,1.0.0,campfire,campfire,Lagerfeuer,fuego de campamento,fuego de campamento,feu de camp,feu de camp,fuoco da campo,kampvuur,炊火,炊火,たきび,모닥불,костер
Ftr_01430,1.0.0,bonfire,bonfire,Feuerstelle,hoguera,fogata,feu de joie,feu de joie,fuoco di bivacco,vreugdevuur,篝火,營火,キャンプファイア,캠프파이어,большой костер
Ftr_01432,1.0.0,lantern,lantern,Laterne,farol,farol,lanterne,lanterne,lanterna,lantaarn,油灯,油燈,ランタン,랜턴,фонарь
Ftr_01433,1.0.0,campfire cookware,campfire cookware,Camping-Kochkessel,cazuela sobre hoguera,olla de campamento,casserole de camping,casserole de camping,falò da campeggio,kampvuurketel,野营饭盒,野營飯盒,はんごう,반합,котелок на костре
Ftr_01434,1.0.0,sleeping bag,sleeping bag,Schlafsack,saco de dormir,bolsa de dormir,sac de couchage,sac de couchage,sacco a pelo,slaapzak,睡袋,睡袋,シュラフ,침낭,спальный мешок
Ftr_01439,1.0.0,asteroid,asteroid,Asteroid,asteroide,asteroide,astéroïde,astéroïde,asteroide,asteroïde,陨石,隕石,いんせき,운석,астероид
Ftr_01440,1.0.0,lunar lander,lunar lander,Landefähre,módulo lunar,módulo lunar,module lunaire,module lunaire,sonda lunare,maanlander,登月舱,登月艙,ちゃくりくせん,달착륙선,посадочный модуль
Ftr_01441,1.0.0,rocket,rocket,Rakete,cohete espacial,cohete espacial,fusée,fusée,missile,raket,火箭,火箭,ロケット,로켓,ракета
Ftr_01442,1.0.0,lunar rover,lunar rover,Mondfahrzeug,explorador lunar,explorador lunar,véhicule lunaire,véhicule lunaire,rover lunare,maanvoertuig,月球车,月球車,げつめんいどうしゃ,월면이동차,луноход
Ftr_01443,1.0.0,satellite,satellite,Raumsonde,satélite,satélite,satellite,satellite,satellite,satelliet,人工卫星,人工衛星,じんこうえいせい,인공위성,спутник
Ftr_01444,1.0.0,space shuttle,space shuttle,Raumfähre,transbordador,transbordador,navette spatiale,navette spatiale,shuttle,ruimteshuttle,太空梭,太空梭,スペースシャトル,우주왕복선,космический челнок
Ftr_01445,1.0.0,astronaut suit,astronaut suit,Astronautenanzug,astronauta,astronauta,spationaute,spationaute,tuta da astronauta,astronautenpak,太空人,太空人,アストロノーツ,우주 비행사,скафандр космонавта
Ftr_01447,1.0.0,flying saucer,flying saucer,UFO,platillo volante,platillo volador,soucoupe volante,soucoupe volante,disco volante,vliegende schotel,飞碟,飛碟,そらとぶえんばん,하늘 나는 원반,летающая тарелка
Ftr_01449,1.0.0,cello,cello,Cello,violonchelo,violonchelo,violoncelle,violoncelle,violoncello,cello,大提琴,大提琴,チェロ,첼로,виолончель
Ftr_01452,1.0.0,weight bench,weight bench,Hantelbank,banco de pesas,banco de pesas,banc de muscu,banc musculation,panca con pesi,drukbank,举重床,舉重椅,プレスベンチ,벤치프레스,скамья для жима
Ftr_01456,1.0.0,judge's bell,judge's bell,Rundengong,campana de juez,campana de juez,gong,cloche de ring,campanella,wedstrijdbel,拳击钟,拳擊鐘,ゴング,시합을 알리는 공,судейский звонок
Ftr_01495,1.0.0,dolly,dolly,Püppchen,muñeca,muñeca,poupée,poupée,bambolina,pop,洋娃娃,洋娃娃,おにんぎょう,인형,кукла
Ftr_01499,1.0.0,Papa bear,Papa bear,Papa-Bär,papá oso,papá oso,papa ours,papa ours,papà orso,papabeer,大熊熊,大熊熊,くまのダイちゃん,큰 곰인형,папа-медведь
Ftr_01500,1.0.0,Mama bear,Mama bear,Mama-Bär,mamá oso,mamá oso,maman ours,maman ours,mamma orsa,mamabeer,中熊熊,中熊熊,くまのナミちゃん,중간 곰인형,мама-медведица
Ftr_01501,1.0.0,Baby bear,Baby bear,Baby-Bär,osito,osito,bébé ours,bébé ours,orsetto,babybeer,小熊熊,小熊熊,くまのチビちゃん,작은 곰인형,медвежонок
Ftr_01504,1.0.0,giant teddy bear,giant teddy bear,Riesenteddy,papá oso gigante,papá oso gigante,nounours géant,nounours géant,orsacchiotto gigante,reuzenteddybeer,特大熊熊,特大熊熊,くまのトクダイちゃん,특대 곰인형,огромный мишка
Ftr_01507,1.0.0,teacup ride,teacup ride,Drehkaffeetasse,atracción tazas giratorias,tazas de té giratorias,manège tasses à café,manège tasses de thé,giostra tazze da caffè,theekopcarrousel,旋转咖啡杯,旋轉咖啡杯,まわるコーヒーカップ,빙글빙글 커피 잔,карусель-чашки
Ftr_01509,1.0.0,robot hero,robot hero,Heldenroboter,robot gigante,robot gigante,robot géant,robot géant,eroe robot,robotheld,英雄机器人,英雄機器人,ヒーローロボ,히어로 로봇,робот-герой
Ftr_01557,1.0.0,wooden-block bed,wooden-block bed,Bauklotzbett,cama construcciones,cama construcciones,lit blocs de bois,lit blocs de bois,letto blocchi di legno,houtblokbed,积木床铺,積木床鋪,つみきベッド,나무블록 침대,кровать из дерев. блоков
Ftr_01558,1.0.0,wooden-block bookshelf,wooden-block bookshelf,Bauklotzbücherregal,estantería construcciones,estantería construcciones,bibliothèque blocs de bois,bibliothèque blocs de bois,libreria blocchi di legno,houtblokboekenkast,积木书柜,積木書櫃,つみきブックシェルフ,나무블록 북 쉘프,стеллаж из дерев. блоков
Ftr_01559,1.0.0,wooden-block bench,wooden-block bench,Bauklotzbank,banco construcciones,banco construcciones,banc blocs de bois,banc blocs de bois,panca blocchi di legno,houtblokbank,积木长凳,積木長椅,つみきベンチ,나무블록 벤치,лавка из дерев. блоков
Ftr_01561,1.0.0,wooden-block chest,wooden-block chest,Bauklotzregal,cómoda construcciones,cómoda construcciones,commode blocs de bois,commode blocs de bois,comò blocchi di legno,houtblokladekast,积木矮柜,積木矮櫃,つみきチェスト,나무블록 수납장,комод из дерев. блоков
Ftr_01565,1.0.0,wooden-block table,wooden-block table,Bauklotztisch,mesa construcciones,mesa construcciones,table blocs de bois,table blocs de bois,tavolo blocchi di legno,houtbloktafel,积木桌,積木桌,つみきテーブル,나무블록 테이블,стол из дерев. блоков
Ftr_01567,1.0.0,oil barrel,oil barrel,Ölfass,barril de petróleo,barril de petróleo,baril de pétrole,baril de pétrole,fusto di petrolio,olievat,汽油桶,汽油桶,ドラムかん,드럼통,нефтяная бочка
Ftr_01598,1.0.0,exercise ball,exercise ball,Gymnastikball,pelota de ejercicios,pelota de ejercicios,ballon de gymnastique,ballon de gymnastique,palla da pilates,gymnastiekbal,瑜伽球,瑜伽球,バランスボール,짐 볼,фитбол
Ftr_01606,1.0.0,serving cart,serving cart,Servierwagen,carrito de servicio,carrito de servicio,chariot de service,chariot de service,carrello da portate,serveerwagen,服务餐车,服務餐車,サービングカート,서빙 카트,столик-тележка
Ftr_01620,1.0.0,hammock,hammock,Hängematte,hamaca,hamaca,hamac,hamac,amaca,hangmat,吊床,吊床,ハンモック,해먹,гамак
Ftr_01621,1.0.0,lawn chair,lawn chair,Gartenstuhl,silla de jardín,silla de jardín,chaise de plage,chaise de jardin,sedia da giardino,tuinstoel,休闲塑胶绑带椅,休閒塑膠椅,ビニールチェア,비닐 체어,садовый стул
Ftr_01624,1.0.0,garden gnome,garden gnome,Gartenzwerg,gnomo de jardín,gnomo de jardín,nain de jardin,nain de jardin,gnomo da giardino,tuinkabouter,地精摆饰,地精擺飾,ノームのおきもの,노움 모형,садовый гномик
Ftr_01625,1.0.0,iron garden bench,iron garden bench,Romantikgartenbank,banco de forja,banco de hierro,banc de jardin fer,banc de jardin fer,panca da giardino di ferro,ijzeren tuinbank,花园铸铁长椅,鑄鐵花園長椅,アイアンガーデンベンチ,아이언 가든 벤치,железная скамья
Ftr_01626,1.0.0,iron garden chair,iron garden chair,Romantikgartenstuhl,silla de forja,silla de hierro,chaise de jardin fer,chaise de jardin fer,sedia da giardino di ferro,ijzeren tuinstoel,花园铸铁椅,鑄鐵花園椅,アイアンガーデンチェア,아이언 가든 체어,железный стул
Ftr_01627,1.0.0,iron garden table,iron garden table,Romantikgartentisch,mesa de forja,mesa de hierro,table de jardin fer,table de jardin fer,tavolo da giardino di ferro,ijzeren tuintafel,花园铸铁桌,鑄鐵花園桌,アイアンガーデンテーブル,아이언 가든 테이블,железный стол
